sample_id,image_id,question,ground_truth,method,prediction,correct
07846642,2359553,Is the man on the right side or on the left of the photo?,right,self_correct,The man is on the right side of the photo.,1
07846642,2359553,Is the man on the right side or on the left of the photo?,right,cove_lite,The man is on the right side of the photo.,1
07846642,2359553,Is the man on the right side or on the left of the photo?,right,resample_lite,The man is on the right side of the photo.,1
11183569,2365049,What is the purse on?,bench,vanilla,The purse is on the bench.,1
11183569,2365049,What is the purse on?,bench,self_correct,The purse is on the bench.,1
11183569,2365049,What is the purse on?,bench,cove_lite,The purse is on the bench.,1
11183569,2365049,What is the purse on?,bench,resample_lite,The purse is on the bench.,1
00612856,2358938,How large is the porcelain sink?,large,vanilla,The image does not provide enough information to accurately determine the size of the porcelain sink.,0
00612856,2358938,How large is the porcelain sink?,large,self_correct,The porcelain sink appears to be standard-sized for a bathroom.,0
00612856,2358938,How large is the porcelain sink?,large,cove_lite,The image does not provide enough information to accurately determine the size of the porcelain sink.,0
00612856,2358938,How large is the porcelain sink?,large,resample_lite,The image does not provide enough information to accurately determine the size of the porcelain sink.,0
11985230,2386099,What is on the table?,glass,vanilla,A cake and a glass of wine are on the table.,1
11985230,2386099,What is on the table?,glass,self_correct,A cake and glasses of wine are on the table.,1
11985230,2386099,What is on the table?,glass,cove_lite,A cake and a glass of wine are on the table.,1
11985230,2386099,What is on the table?,glass,resample_lite,"On the table, there is a cake (blue with white decorations) and glasses.",1
11611800,2372163,What is the table in front of?,clock,vanilla,The table is in front of the sofas.,0
11611800,2372163,What is the table in front of?,clock,self_correct,The table is in front of the fireplace.,0
11611800,2372163,What is the table in front of?,clock,cove_lite,The table is in front of the sofas.,0
11611800,2372163,What is the table in front of?,clock,resample_lite,The table is in front of the sofa.,0
03983167,2377682,Do you see fences to the right of the vehicle on the right?,yes,vanilla,"Yes, there is a fence to the right of the vehicle on the right.",1
03983167,2377682,Do you see fences to the right of the vehicle on the right?,yes,self_correct,"No, there is no fence to the right of the vehicle on the right.",0
03983167,2377682,Do you see fences to the right of the vehicle on the right?,yes,cove_lite,"Yes, there is a fence to the right of the train.",1
03983167,2377682,Do you see fences to the right of the vehicle on the right?,yes,resample_lite,"Yes, I see a fence to the right of the vehicle (train) on the right.",1
17387034,2357841,What kind of sign is on the post?,street sign,vanilla,"Based on the visual information provided, the exact type of sign cannot be determined. It appears to be a rectangular sign mounted on a post, but the content of the sign is not legible.",0
17387034,2357841,What kind of sign is on the post?,street sign,self_correct,Rectangular sign on a post.,0
17387034,2357841,What kind of sign is on the post?,street sign,cove_lite,"The sign is rectangular and mounted on a vertical post, but the text is not readable.",0
17387034,2357841,What kind of sign is on the post?,street sign,resample_lite,The sign on the post is likely an informational sign.,0
15135493,2410392,What does the man read?,paper,vanilla,The man reads a newspaper or magazine.,1
15135493,2410392,What does the man read?,paper,self_correct,The man reads a book.,0
15135493,2410392,What does the man read?,paper,cove_lite,The man reads a newspaper or magazine.,1
15135493,2410392,What does the man read?,paper,resample_lite,The man reads a newspaper or a book.,1
00296203,2414858,What is the woman carrying?,radio,vanilla,The woman is carrying a piece of paper or a cloth.,0
00296203,2414858,What is the woman carrying?,radio,self_correct,The woman is holding a piece of paper or a cloth.,0
00296203,2414858,What is the woman carrying?,radio,cove_lite,The woman is carrying a piece of paper or a cloth.,0
00296203,2414858,What is the woman carrying?,radio,resample_lite,"The woman is carrying a large piece of clothing or fabric, which she is using for interaction with the elephant.",0
03612777,2363223,Who is petting the horse?,man,vanilla,The person whose hand is visible in the image is petting the horse.,0
03612777,2363223,Who is petting the horse?,man,self_correct,The person whose hand is visible in the image is petting the horse.,0
03612777,2363223,Who is petting the horse?,man,cove_lite,The person whose hand is visible in the image is petting the horse.,0
03612777,2363223,Who is petting the horse?,man,resample_lite,The person is petting the horse on the left side of the image.,0
00158976,2359433,Is the person to the right or to the left of the pink candle?,right,vanilla,The person is to the right of the pink candle.,1
00158976,2359433,Is the person to the right or to the left of the pink candle?,right,self_correct,The person is to the right of the pink candle.,1
00158976,2359433,Is the person to the right or to the left of the pink candle?,right,cove_lite,The person is to the right of the pink candle.,1
00158976,2359433,Is the person to the right or to the left of the pink candle?,right,resample_lite,The person is to the right of the pink candle.,1
17726909,2349045,Is the man to the right or to the left of the people that are wearing glasses?,left,vanilla,The man is to the left of the people that are wearing glasses.,1
17726909,2349045,Is the man to the right or to the left of the people that are wearing glasses?,left,self_correct,The man is to the left of the people that are wearing glasses.,1
17726909,2349045,Is the man to the right or to the left of the people that are wearing glasses?,left,cove_lite,The man is to the left of the people that are wearing glasses.,1
17726909,2349045,Is the man to the right or to the left of the people that are wearing glasses?,left,resample_lite,The man is to the right of the people that are wearing glasses.,0
15776149,2319436,What color is the fruit to the left of the bowl?,yellow,vanilla,The fruit to the left of the bowl is yellow.,1
15776149,2319436,What color is the fruit to the left of the bowl?,yellow,self_correct,The fruit to the left of the bowl is yellow.,1
15776149,2319436,What color is the fruit to the left of the bowl?,yellow,cove_lite,The fruit to the left of the bowl is yellow.,1
15776149,2319436,What color is the fruit to the left of the bowl?,yellow,resample_lite,The fruit to the left of the bowl is yellow.,1
18437330,2380135,What is sitting in the bowl?,sauce,vanilla,"The bowl contains a yellowish liquid, likely syrup or honey.",0
18437330,2380135,What is sitting in the bowl?,sauce,self_correct,"The bowl contains a yellowish liquid, likely syrup or honey.",0
18437330,2380135,What is sitting in the bowl?,sauce,cove_lite,"The bowl contains a yellowish liquid, likely syrup or honey.",0
18437330,2380135,What is sitting in the bowl?,sauce,resample_lite,"The bowl contains a yellowish liquid, likely a dipping sauce or honey.",1
101047999,2329006,Are there chairs to the right of the blanket in the top of the photo?,no,vanilla,"Based on the limited information provided in the image, it is not possible to definitively state whether there is a chair to the right of the blanket. The image does not provide enough detail to confirm the presence of a chair.",1
101047999,2329006,Are there chairs to the right of the blanket in the top of the photo?,no,self_correct,"No, there are no chairs to the right of the blanket.",1
101047999,2329006,Are there chairs to the right of the blanket in the top of the photo?,no,cove_lite,"No, there are no visible chairs to the right of the blanket in the top of the photo.",1
101047999,2329006,Are there chairs to the right of the blanket in the top of the photo?,no,resample_lite,"No, there are no chairs to the right of the blanket in the top of the photo.",1
07740534,2318174,Is there any racket or fence in the picture?,yes,vanilla,"No, there is neither a racket nor a fence in the picture.",0
07740534,2318174,Is there any racket or fence in the picture?,yes,self_correct,"No, there is neither a racket nor a fence in the picture.",0
07740534,2318174,Is there any racket or fence in the picture?,yes,cove_lite,"No, there is neither a racket nor a fence in the picture.",0
07740534,2318174,Is there any racket or fence in the picture?,yes,resample_lite,"No, there is neither a racket nor a fence in the picture.",0
02639501,2358464,Are there both a knife and a potato in the photograph?,yes,vanilla,"Yes, there are both a knife and a potato in the photograph.",1
02639501,2358464,Are there both a knife and a potato in the photograph?,yes,self_correct,"No, there is no potato in the photograph.",0
02639501,2358464,Are there both a knife and a potato in the photograph?,yes,cove_lite,"Yes, there are both a knife and a potato in the photograph.",1
02639501,2358464,Are there both a knife and a potato in the photograph?,yes,resample_lite,"Yes, there is both a knife and a potato (or potato-like pieces) in the photograph.",1
